-1 1 1
-0.997 1 1
-0.994 1 1
-0.991 1 1
-0.988 1 1
-0.985 1 1
-0.982 1 1
-0.979 1 1
-0.976 1 1
-0.973 1 1
-0.97 1 1
-0.967 1 1
-0.964 1 1
-0.961 1 1
-0.958 1 1
-0.955 1 1
-0.952 1 1
-0.949 1 1
-0.946 1 1
-0.943 1 1
-0.94 1 1
-0.937 1 1
-0.9339999999999999 1 1
-0.931 1 1
-0.9279999999999999 1 1
-0.925 1 1
-0.922 1 1
-0.919 1 1
-0.916 1 1
-0.913 1 1
-0.91 1 1
-0.907 1 1
-0.904 1 1
-0.901 1 1
-0.898 1 1
-0.895 1 1
-0.892 1 1
-0.889 1 1
-0.886 1 1
-0.883 1 1
-0.88 1 1
-0.877 1 1
-0.874 1 1
-0.871 1 1
-0.868 1 1
-0.865 1 1
-0.862 1 1
-0.859 1 1
-0.856 1 1
-0.853 1 1
-0.85 1 1
-0.847 1 1
-0.844 1 1
-0.841 1 1
-0.838 1 1
-0.835 1 1
-0.832 1 1
-0.829 1 1
-0.826 1 1
-0.823 1 1
-0.8200000000000001 1 1
-0.817 1 1
-0.8140000000000001 1 1
-0.8109999999999999 1 1
-0.808 1 1
-0.8049999999999999 1 1
-0.802 1 1
-0.7989999999999999 1 1
-0.796 1 1
-0.7929999999999999 1 1
-0.79 1 1
-0.787 1 1
-0.784 1 1
-0.781 1 1
-0.778 1 1
-0.775 1 1
-0.772 1 1
-0.769 1 1
-0.766 1 1
-0.763 1 1
-0.76 1 1
-0.757 1 1
-0.754 1 1
-0.751 1 1
-0.748 1 1
-0.745 1 1
-0.742 1 1
-0.739 1 1
-0.736 1 1
-0.733 1 1
-0.73 1 1
-0.727 1 1
-0.724 1 1
-0.721 1 1
-0.718 1 1
-0.715 1 1
-0.712 1 1
-0.7090000000000001 1 1
-0.706 1 1
-0.7030000000000001 1 1
-0.7 1 1
-0.6970000000000001 1 1
-0.694 1 1
-0.6910000000000001 1 1
-0.688 1 1
-0.685 1 1
-0.6819999999999999 1 1
-0.679 1 1
-0.6759999999999999 1 1
-0.673 1 1
-0.6699999999999999 1 1
-0.667 1 1
-0.6639999999999999 1 1
-0.661 1 1
-0.6579999999999999 1 1
-0.655 1 1
-0.6519999999999999 1 1
-0.649 1 1
-0.646 1 1
-0.643 1 1
-0.64 1 1
-0.637 1 1
-0.634 1 1
-0.631 1 1
-0.628 1 1
-0.625 1 1
-0.622 1 1
-0.619 1 1
-0.616 1 1
-0.613 1 1
-0.61 1 1
-0.607 1 1
-0.604 1 1
-0.601 1 1
